gid,province,district,thumb,picture,no,,party,name,cname,gender,birthday,age,address,job,education,career,property,military,tax,tax_unpaid_5yrs,tax_unpaid_current,crime,candidate_count
100137437,서울특별시,강동구갑,http://info.nec.go.kr/photo_20200415/Gsg1125/Hb100137437/gicho/thumbnail.100137437.JPG,http://info.nec.go.kr/photo_20200415/Gsg1125/Hb100137437/gicho/100137437.JPG,2,,미래통합당,이수희,李秀姬,여,1970-12-10,49,서울특별시 강동구 양재대로111길,변호사,이화여자대학교 정책과학대학원 졸업(정책과학과 공공정책학 석사),"[""(전)대통령직인수위 법무분과 상임자문위원"", ""(현)대한변호사협회 법률구조재단 재무이사""]",1091721,해당없음(비대상),9369,0,0,0,1
100137507,서울특별시,강동구갑,http://info.nec.go.kr/photo_20200415/Gsg1125/Hb100137507/gicho/thumbnail.100137507.JPG,http://info.nec.go.kr/photo_20200415/Gsg1125/Hb100137507/gicho/100137507.JPG,7,,국가혁명배당금당,강옥기,姜玉基,여,1962-12-20,57,서울특별시 강동구 동남로83길,(사단법인)실종아동찾기협회 신문 대표,강남대학교 경영관리대학 법학과 졸업,"[""(현)HBE홀딩스 법인 감사"", ""(전)제임스병원 (양로원음악웃음치료사)""]",79850,해당없음(비대상),571,0,0,0,0
100135074,서울특별시,강동구을,http://info.nec.go.kr/photo_20200415/Gsg1125/Hb100135074/gicho/thumbnail.100135074.JPG,http://info.nec.go.kr/photo_20200415/Gsg1125/Hb100135074/gicho/100135074.JPG,1,,더불어민주당,이해식,李海植,남,1963-11-13,56,서울특별시 강동구 명일로,정당인,서울시립대학교 일반대학원 도시행정학과 박사과정 수료,"[""(전) 서울특별시 강동구청장"", ""(현) 더불어민주당 대변인""]",1068835,군복무를 마친사람,36184,0,0,0,7
100135020,서울특별시,강동구을,http://info.nec.go.kr/photo_20200415/Gsg1125/Hb100135020/gicho/thumbnail.100135020.JPG,http://info.nec.go.kr/photo_20200415/Gsg1125/Hb100135020/gicho/100135020.JPG,2,,미래통합당,이재영,李宰榮,남,1975-11-16,44,서울특별시 강동구 강동대로,동아방송예술대학교 초빙교수,미국 조지타운대학교 경영학과 학사 졸업 (1994년 9월~1998년 5월),"[""(전)19대국회의원"", ""(현)KGMLAB정책연구소 대표""]",1863634,군복무를 마친사람,71868,0,0,0,2
100135435,서울특별시,강동구을,http://info.nec.go.kr/photo_20200415/Gsg1125/Hb100135435/gicho/thumbnail.100135435.JPG,http://info.nec.go.kr/photo_20200415/Gsg1125/Hb100135435/gicho/100135435.JPG,6,,정의당,권중도,權重度,남,1985-02-23,35,서울특별시 강동구 성내로14길,웹 퍼블리셔,한양대학교 공과대학 융합전자공학부 졸업,"[""(현)정의당 미래정치특별위원회 부위원장"", ""(전)정의당 심상정 대표 정책 특보""]",254314,군복무를 마친사람,2823,0,0,2,0
100135529,서울특별시,강동구을,http://info.nec.go.kr/photo_20200415/Gsg1125/Hb100135529/gicho/thumbnail.100135529.JPG,http://info.nec.go.kr/photo_20200415/Gsg1125/Hb100135529/gicho/100135529.JPG,7,,국가혁명배당금당,박희열,朴喜烈,남,1964-04-05,56,서울특별시 강동구 진황도로61길,택배업,중동고등학교 졸업,"[""(전)(주)메디슨 영업기술부 사원"", ""(전)(주)메디슨써프라이 영업부 과장""]",116170,군복무를 마친사람,5968,0,0,0,0
100134713,부산광역시,중구영도구,http://info.nec.go.kr/photo_20200415/Gsg2604/Hb100134713/gicho/thumbnail.100134713.JPG,http://info.nec.go.kr/photo_20200415/Gsg2604/Hb100134713/gicho/100134713.JPG,1,,더불어민주당,김비오,金枇澳,남,1968-06-10,51,부산광역시 영도구 와치로,정당인,연세대학교 법무대학원 경영법무학 석사,"[""(현)더불어민주당 중구영도구 지역위원장"", ""(현)대통령직속 균발위 국민소통 특별위원""]",1747000,군복무를 마친사람,519710,0,0,0,3
100137440,부산광역시,중구영도구,http://info.nec.go.kr/photo_20200415/Gsg2604/Hb100137440/gicho/thumbnail.100137440.JPG,http://info.nec.go.kr/photo_20200415/Gsg2604/Hb100137440/gicho/100137440.JPG,2,,미래통합당,황보승희,皇甫承希,여,1976-08-05,43,부산광역시 영도구 해안산책길,정당인,이화여자대학교 영어영문학과 졸업,"[""(전)부산광역시의회의원(6/7대)"", ""(전)부산광역시의회 경제문화위원장""]",451724,해당없음(비대상),12497,0,0,0,6
100135721,부산광역시,중구영도구,http://info.nec.go.kr/photo_20200415/Gsg2604/Hb100135721/gicho/thumbnail.100135721.JPG,http://info.nec.go.kr/photo_20200415/Gsg2604/Hb100135721/gicho/100135721.JPG,7,,국가혁명배당금당,김가은,金暇㒚,여,1982-07-15,37,부산광역시 영도구 조내기로,주부,경북과학대학 관광일어과 졸업,"[""(현) 국가혁명배당금당 부산시 영도구부위원장""]",243007,해당없음(비대상),6959,220,0,0,0
100135094,부산광역시,중구영도구,http://info.nec.go.kr/photo_20200415/Gsg2604/Hb100135094/gicho/thumbnail.100135094.JPG,http://info.nec.go.kr/photo_20200415/Gsg2604/Hb100135094/gicho/100135094.JPG,8,,무소속,정창범,丁昌凡,남,1968-01-17,52,부산광역시 영도구 영선대로,(주)기아자동차 영도지점 과장(25년차 근무중),동아대학교 사회복지학과 졸업,"[""(전)부산광역시의회의원 영도구 제1선거구 3번 출마"", ""(현)한국자유총연맹 영선1동 분회장""]",-182838,군복무를 마친사람,24898,0,0,4,3
100134646,부산광역시,서구동구,http://info.nec.go.kr/photo_20200415/Gsg2602/Hb100134646/gicho/thumbnail.100134646.JPG,http://info.nec.go.kr/photo_20200415/Gsg2602/Hb100134646/gicho/100134646.JPG,1,,더불어민주당,이재강,李在康,남,1962-07-20,57,부산광역시 동구 고관로,정당인,런던정경대학 정치학과 박사과정 수료(1993.10.~ 2005.9.),"[""(전)제20대 국회의원선거 더불어민주당 서구동구선거구 국회의원후보"", ""(전)주택도시보증공사(HUG) 상근감사위원""]",928520,군복무를 마친사람,148317,245,0,0,2
100134585,부산광역시,서구동구,http://info.nec.go.kr/photo_20200415/Gsg2602/Hb100134585/gicho/thumbnail.100134585.JPG,http://info.nec.go.kr/photo_20200415/Gsg2602/Hb100134585/gicho/100134585.JPG,2,,미래통합당,안병길,安炳吉,남,1962-02-02,58,부산광역시 동구 홍곡로,안병길 원도심미래연구원 원장,동아대학교 대학원 졸업(행정학 박사),"[""(전)부산일보 대표이사 사장"", ""(전)한국지방신문협회 회장""]",2880112,군복무를 마친사람,186803,0,0,0,0
100135573,부산광역시,서구동구,http://info.nec.go.kr/photo_20200415/Gsg2602/Hb100135573/gicho/thumbnail.100135573.JPG,http://info.nec.go.kr/photo_20200415/Gsg2602/Hb100135573/gicho/100135573.JPG,7,,우리공화당,김태수,金泰秀,남,1968-05-31,51,부산광역시 서구 충무대로,세계경찰연맹(WPF) 이사장(대표자),성균관대학교 대학원 스포츠과학과 체육학박사(博士),"[""(현)대한민국재향경우회중앙회 경우아카데미센터장"", ""(전)동아대학교 겸임교수""]",80503,군복무를 마친사람,6871,0,0,1,0
100135546,부산광역시,서구동구,http://info.nec.go.kr/photo_20200415/Gsg2602/Hb100135546/gicho/thumbnail.100135546.JPG,http://info.nec.go.kr/photo_20200415/Gsg2602/Hb100135546/gicho/100135546.JPG,8,,국가혁명배당금당,김성기,金盛基,남,1956-01-21,64,부산광역시 서구 구덕로296번길,회사원,고등학교 졸업 학력 검정고시 합격,"[""(전)부산시 공무원 25년 근무(2016년 6월 정년퇴직)"", ""(현)세종기술 근무""]",386723,군복무를 마친사람,8721,0,0,1,0
100136335,부산광역시,부산진구갑,http://info.nec.go.kr/photo_20200415/Gsg2605/Hb100136335/gicho/thumbnail.100136335.JPG,http://info.nec.go.kr/photo_20200415/Gsg2605/Hb100136335/gicho/100136335.JPG,1,,더불어민주당,김영춘,金榮春,남,1962-02-05,58,부산광역시 부산진구 동평로183번길,국회의원,고려대학교 대학원 정치외교학과 졸업 (정치학 석사),"[""(전) 해양수산부 장관"", ""(현) 부산진구갑 국회의원""]",1076548,군복무를 마치지 아니한 사람,46229,0,0,1,5
100137546,부산광역시,부산진구갑,http://info.nec.go.kr/photo_20200415/Gsg2605/Hb100137546/gicho/thumbnail.100137546.JPG,http://info.nec.go.kr/photo_20200415/Gsg2605/Hb100137546/gicho/100137546.JPG,2,,미래통합당,서병수,徐秉洙,남,1952-01-09,68,부산광역시 부산진구 동평로150번길,정당인,노던일리노이대학교 박사과정 졸업(1983.9.~1987.12. 경제학박사),"[""(전) 부산광역시장"", ""(전) 4선 국회의원""]",4680671,군복무를 마친사람,770533,0,0,0,7
100137939,부산광역시,부산진구갑,http://info.nec.go.kr/photo_20200415/Gsg2605/Hb100137939/gicho/thumbnail.100137939.JPG,http://info.nec.go.kr/photo_20200415/Gsg2605/Hb100137939/gicho/100137939.JPG,3,,민생당,정해정,丁海廷,남,1961-02-12,59,부산광역시 부산진구 신암로63번길,수강엔지니어링(주) 대표이사,동아대학교 법학과 졸업,"[""(현) 민생당 부산시당 공동위원장"", ""(현) 수강엔지니어링(주) 대표이사""]",200000,군복무를 마친사람,1332,0,0,6,3
100137331,부산광역시,부산진구갑,http://info.nec.go.kr/photo_20200415/Gsg2605/Hb100137331/gicho/thumbnail.100137331.JPG,http://info.nec.go.kr/photo_20200415/Gsg2605/Hb100137331/gicho/100137331.JPG,7,,국가혁명배당금당,김정희,金貞希,여,1963-05-08,56,부산광역시 부산진구 진남로483번길,국가혁명배당금당진구갑위원장,상주여자상업고등학교 졸업,"[""(현) 국가혁명배당금당 부산진구갑 위원장"", ""(전)부동산개발업 10년""]",261454,해당없음(비대상),17619,0,0,1,0
100137058,부산광역시,부산진구갑,http://info.nec.go.kr/photo_20200415/Gsg2605/Hb100137058/gicho/thumbnail.100137058.JPG,http://info.nec.go.kr/photo_20200415/Gsg2605/Hb100137058/gicho/100137058.JPG,8,,무소속,정근,鄭根,남,1960-09-08,59,부산광역시 부산진구 신천대로220번길,정근안과병원장,부산대학교 대학원 의학과 안과학전공 의학박사,"[""(현) 온종합병원 설립자(의료법인 온그룹의료재단)"", ""(현) 그린닥터스 이사장""]",50029374,군복무를 마친사람,8122453,0,0,0,1
100135062,부산광역시,부산진구을,http://info.nec.go.kr/photo_20200415/Gsg2605/Hb100135062/gicho/thumbnail.100135062.JPG,http://info.nec.go.kr/photo_20200415/Gsg2605/Hb100135062/gicho/100135062.JPG,1,,더불어민주당,류영진,柳永珍,남,1959-07-12,60,부산광역시 부산진구 중앙대로666번길,정당인,부산대학교 약학대학 제약학과 졸업,"[""(전)문재인정부 초대 식품의약품안전처 처장"", ""(전)부산광역시 약사회 회장""]",2202910,군복무를 마치지 아니한 사람,232832,0,0,1,1
100136537,부산광역시,부산진구을,http://info.nec.go.kr/photo_20200415/Gsg2605/Hb100136537/gicho/thumbnail.100136537.JPG,http://info.nec.go.kr/photo_20200415/Gsg2605/Hb100136537/gicho/100136537.JPG,2,,미래통합당,이헌승,李憲昇,남,1963-05-11,56,부산광역시 부산진구 백양대로208번길,부산진구을 국회의원,고려대학교 사회학과 졸업,"[""(현) 제19대, 20대 국회의원"", ""(전) 자유한국당 황교안 당대표 비서실장""]",4134153,군복무를 마친사람,74999,0,0,0,3
100137255,부산광역시,부산진구을,http://info.nec.go.kr/photo_20200415/Gsg2605/Hb100137255/gicho/thumbnail.100137255.JPG,http://info.nec.go.kr/photo_20200415/Gsg2605/Hb100137255/gicho/100137255.JPG,7,,국가혁명배당금당,신연웅,申連雄,남,1954-09-30,65,부산광역시 부산진구 가야대로,자영업,미기재,"[""(현)(주)에셀바이오 대표"", ""(현)국가혁명배당금당 부산시당 부산진구을 당협위원장""]",63119,군복무를 마친사람,71247,0,0,0,0
100134732,부산광역시,동래구,http://info.nec.go.kr/photo_20200415/Gsg2606/Hb100134732/gicho/thumbnail.100134732.JPG,http://info.nec.go.kr/photo_20200415/Gsg2606/Hb100134732/gicho/100134732.JPG,1,,더불어민주당,박성현,朴省炫,남,1967-12-10,52,부산광역시 동래구 쇠미로,한국자산관리공사(캠코) 비상임이사,미국 하워드대학교 로스쿨 석사과정 법학석사(2006.8.~2007.5),"[""(전)동아대학교 LINC+ 사업단 조교수"", ""(현)더불어민주당 동래구 지역위원장""]",396034,군복무를 마치지 아니한 사람,56669,0,0,3,0
100137435,부산광역시,동래구,http://info.nec.go.kr/photo_20200415/Gsg2606/Hb100137435/gicho/thumbnail.100137435.JPG,http://info.nec.go.kr/photo_20200415/Gsg2606/Hb100137435/gicho/100137435.JPG,2,,미래통합당,김희곤,金熙坤,남,1964-12-17,55,부산광역시 동래구 충렬대로107번길,정당인,연세대학교 행정대학원 졸업(행정학 석사),"[""(전)해양수산부 장관 정책보좌관"", ""(전)청와대 기획조정실 근무""]",1207481,군복무를 마친사람,16495,0,0,1,0
100135190,부산광역시,동래구,http://info.nec.go.kr/photo_20200415/Gsg2606/Hb100135190/gicho/thumbnail.100135190.JPG,http://info.nec.go.kr/photo_20200415/Gsg2606/Hb100135190/gicho/100135190.JPG,6,,정의당,박재완,朴宰完,남,1966-03-13,54,부산광역시 동래구 충렬사로,정당인,경성대학교 대학원 경영학박사,"[""(전)부경대 외래교수"", ""(전)부산 유락여중 운영위원장""]",664868,군복무를 마친사람,63180,0,0,3,2
100136032,부산광역시,동래구,http://info.nec.go.kr/photo_20200415/Gsg2606/Hb100136032/gicho/thumbnail.100136032.JPG,http://info.nec.go.kr/photo_20200415/Gsg2606/Hb100136032/gicho/100136032.JPG,7,,국가혁명배당금당,손윤영,孫侖煐,여,1961-10-20,58,부산광역시 동래구 차밭골로,자영업,부산대학교 환경대학원 도시계획학과 석사졸업,"[""(현)대경공인중개사사무소 대표"", ""(현)국가혁명배당금당대표 특별보좌관""]",219482,해당없음(비대상),16055,0,0,0,0
100137969,부산광역시,동래구,http://info.nec.go.kr/photo_20200415/Gsg2606/Hb100137969/gicho/thumbnail.100137969.JPG,http://info.nec.go.kr/photo_20200415/Gsg2606/Hb100137969/gicho/100137969.JPG,8,,무소속,진성호,秦聖昊,남,1962-11-26,57,부산광역시 동래구 금강공원로,유튜브 '진성호방송' 주필,서울대학교 경영학과 졸업,"[""(전)국회의원"", ""(전)조선일보 기자""]",981693,군복무를 마치지 아니한 사람,32538,0,0,0,2
100136337,부산광역시,남구갑,http://info.nec.go.kr/photo_20200415/Gsg2607/Hb100136337/gicho/thumbnail.100136337.JPG,http://info.nec.go.kr/photo_20200415/Gsg2607/Hb100136337/gicho/100136337.JPG,1,,더불어민주당,강준석,姜俊錫,남,1962-06-16,57,부산광역시 남구 수영로,정당인,부산수산대학교 졸업(현 부경대학교),"[""(전)OECD사무국근무"", ""(전)해양수산부차관""]",1655512,군복무를 마친사람,75632,0,0,0,0
100134853,부산광역시,남구갑,http://info.nec.go.kr/photo_20200415/Gsg2607/Hb100134853/gicho/thumbnail.100134853.JPG,http://info.nec.go.kr/photo_20200415/Gsg2607/Hb100134853/gicho/100134853.JPG,2,,미래통합당,박수영,朴洙瑩,남,1964-01-07,56,부산광역시 남구 수영로,한반도선진화재단 대표,하버드대학교 졸업(공공정책학 석사)(1994.09.~1996.06.),"[""(전)경기도 행정1부지사"", ""(현)한반도선진화재단 대표""]",3128721,군복무를 마친사람,106792,0,0,0,1
100135226,부산광역시,남구갑,http://info.nec.go.kr/photo_20200415/Gsg2607/Hb100135226/gicho/thumbnail.100135226.JPG,http://info.nec.go.kr/photo_20200415/Gsg2607/Hb100135226/gicho/100135226.JPG,6,,정의당,현정길,玄貞吉,남,1963-01-30,57,부산광역시 남구 전포대로,정당인,부경대학교 대학원 경제학과 박사과정 수료,"[""(현)정의당 부산시당 위원장"", ""(전)정의당 부산남구청장선거 후보""]",428961,군복무를 마치지 아니한 사람,33026,0,0,1,1
100134966,부산광역시,남구갑,http://info.nec.go.kr/photo_20200415/Gsg2607/Hb100134966/gicho/thumbnail.100134966.JPG,http://info.nec.go.kr/photo_20200415/Gsg2607/Hb100134966/gicho/100134966.JPG,7,,민중당,김은진,金恩辰,여,1965-04-11,55,부산광역시 남구 석포로,정당인,동아대학교 사회학과 졸업,"[""(현)미군세균실험실 남구대책위 상황실장"", ""(전)박근혜정권퇴진비상국민행동 공동상황실장""]",450,해당없음(비대상),29,0,0,0,2
100136628,부산광역시,남구갑,http://info.nec.go.kr/photo_20200415/Gsg2607/Hb100136628/gicho/thumbnail.100136628.JPG,http://info.nec.go.kr/photo_20200415/Gsg2607/Hb100136628/gicho/100136628.JPG,8,,국가혁명배당금당,박금동,朴金東,남,1955-02-10,65,부산광역시 해운대구 재송1로45번길,정당인,영광중학교졸업,"[""(현)국가혁명배당금당 남구갑 당협위원장""]",130000,군복무를 마친사람,13591,0,0,1,0
100135331,부산광역시,남구을,http://info.nec.go.kr/photo_20200415/Gsg2607/Hb100135331/gicho/thumbnail.100135331.JPG,http://info.nec.go.kr/photo_20200415/Gsg2607/Hb100135331/gicho/100135331.JPG,1,,더불어민주당,박재호,朴在昊,남,1959-02-13,61,부산광역시 남구 분포로,제20대 국회의원,중앙대학교 행정대학원 졸업(행정학석사),"[""(현)제20대 국회의원"", ""(전)노무현대통령 비서실 정무2비서관""]",1048690,군복무를 마친사람,41477,0,0,0,4
100137466,부산광역시,남구을,http://info.nec.go.kr/photo_20200415/Gsg2607/Hb100137466/gicho/thumbnail.100137466.JPG,http://info.nec.go.kr/photo_20200415/Gsg2607/Hb100137466/gicho/100137466.JPG,2,,미래통합당,이언주,李彦周,여,1972-11-08,47,부산광역시 남구 분포로,국회의원,서울대학교 불어불문학과 졸업,"[""(현)제20대 국회의원"", ""(전)미래를향한전진4.0 당대표""]",3292208,해당없음(비대상),107087,0,0,0,2
100136277,부산광역시,남구을,http://info.nec.go.kr/photo_20200415/Gsg2607/Hb100136277/gicho/thumbnail.100136277.JPG,http://info.nec.go.kr/photo_20200415/Gsg2607/Hb100136277/gicho/100136277.JPG,7,,국가혁명배당금당,조호근,曺浩根,남,1959-07-26,60,부산광역시 남구 오륙도로,정당인,동의대학교 졸업,"[""(현)국가혁명배당금당 남구을 당협위원장"", ""(전)안경원운영""]",637430,군복무를 마친사람,52149,0,0,0,0
100134887,부산광역시,북구강서구갑,http://info.nec.go.kr/photo_20200415/Gsg2608/Hb100134887/gicho/thumbnail.100134887.JPG,http://info.nec.go.kr/photo_20200415/Gsg2608/Hb100134887/gicho/100134887.JPG,1,,더불어민주당,전재수,田載秀,남,1971-04-20,48,부산광역시 북구 백양대로1016번길,국회의원,동국대학교 대학원 정치학과 졸업,"[""(전)청와대 제2부속실장"", ""(현)제20대 국회의원""]",534752,군복무를 마친사람,19017,0,0,0,4
100134778,부산광역시,북구강서구갑,http://info.nec.go.kr/photo_20200415/Gsg2608/Hb100134778/gicho/thumbnail.100134778.JPG,http://info.nec.go.kr/photo_20200415/Gsg2608/Hb100134778/gicho/100134778.JPG,2,,미래통합당,박민식,朴敏植,남,1965-11-20,54,부산광역시 북구 덕천로276번길,변호사,서울대학교 외교학과 졸업,"[""(전)서울중앙지검 특수1부 수석검사"", ""(전)제18대·제19대 국회의원""]",3188249,군복무를 마친사람,91538,259,0,0,3
100135707,부산광역시,북구강서구갑,http://info.nec.go.kr/photo_20200415/Gsg2608/Hb100135707/gicho/thumbnail.100135707.JPG,http://info.nec.go.kr/photo_20200415/Gsg2608/Hb100135707/gicho/100135707.JPG,7,,국가혁명배당금당,이성근,李成根,남,1961-12-23,58,부산광역시 북구 낙동대로,자영업,미기재,"[""(전) 코리아모터싸이클유통업협동조합 이사장"", ""(현)국가혁명배당금당 부산광역시당 대표""]",1033088,군복무를 마친사람,25738,0,0,1,0
100137769,부산광역시,북구강서구을,http://info.nec.go.kr/photo_20200415/Gsg2613/Hb100137769/gicho/thumbnail.100137769.JPG,http://info.nec.go.kr/photo_20200415/Gsg2613/Hb100137769/gicho/100137769.JPG,1,,더불어민주당,최지은,崔芝銀,여,1980-11-21,39,부산광역시 강서구 명지국제7로,정당인,옥스퍼드대학교 국제개발학 박사(2012. 10~2017.9),"[""(전)세계은행선임이코노미스트"", ""(전)삼성전자 네트웤사업부 수출업무담당""]",1014798,해당없음(비대상),174,0,0,0,0
100137828,부산광역시,북구강서구을,http://info.nec.go.kr/photo_20200415/Gsg2613/Hb100137828/gicho/thumbnail.100137828.JPG,http://info.nec.go.kr/photo_20200415/Gsg2613/Hb100137828/gicho/100137828.JPG,2,,미래통합당,김도읍,金度邑,남,1964-07-06,55,부산광역시 북구 화명신도시로,국회의원,동아대학교 법학과 졸업,"[""(현)국회의원"", ""(전)부산지검 공판부장 외사부장 검사""]",3621731,군복무를 마친사람,215927,0,0,0,2
100137822,부산광역시,북구강서구을,http://info.nec.go.kr/photo_20200415/Gsg2613/Hb100137822/gicho/thumbnail.100137822.JPG,http://info.nec.go.kr/photo_20200415/Gsg2613/Hb100137822/gicho/100137822.JPG,6,,정의당,이의용,李義龍,남,1978-12-18,41,부산광역시 북구 효열로162번길,부산교통공사 직원,동아대학교 공과대학 전기전자컴퓨터공학부 졸업,"[""(전)부산지하철노동조합위원장"", ""(현)정의당 북구강서구지역위원회 위원장""]",124721,군복무를 마친사람,16049,0,0,2,0
100137870,부산광역시,북구강서구을,http://info.nec.go.kr/photo_20200415/Gsg2613/Hb100137870/gicho/thumbnail.100137870.JPG,http://info.nec.go.kr/photo_20200415/Gsg2613/Hb100137870/gicho/100137870.JPG,7,,민중당,이대진,李大珍,남,1979-02-21,41,부산광역시 북구 화명신도시로,회사원,동아대학교 법과대학 법학부 졸업,"[""(전)동아대학교 부총학생회장"", ""(현)민중당 국민의국회건설 부산북구운동본부장""]",273804,군복무를 마친사람,268,0,0,0,1
100137780,부산광역시,북구강서구을,http://info.nec.go.kr/photo_20200415/Gsg2613/Hb100137780/gicho/thumbnail.100137780.JPG,http://info.nec.go.kr/photo_20200415/Gsg2613/Hb100137780/gicho/100137780.JPG,8,,국가혁명배당금당,이제현,李濟賢,남,1960-02-06,60,부산광역시 북구 금곡대로,장원수산 대표,부산진고등학교 졸업,"[""(전)명진디엔씨 대표이사"", ""(현)맛뜰안식품 전무이사""]",507124,군복무를 마친사람,14839,0,0,0,0
100137775,부산광역시,북구강서구을,http://info.nec.go.kr/photo_20200415/Gsg2613/Hb100137775/gicho/thumbnail.100137775.JPG,http://info.nec.go.kr/photo_20200415/Gsg2613/Hb100137775/gicho/100137775.JPG,9,,무소속,강인길,姜仁吉,남,1959-03-03,61,부산광역시 강서구 영강길172번길,우림 경영 컨설턴트 대표,동아대학교 대학원 졸업(경영학 박사),"[""(전)민선3,4,5,기 부산 강서구청장(3선)"", ""(전)부산광역시의회 의원""]",993390,군복무를 마친사람,7319,0,0,0,6
100138028,부산광역시,북구강서구을,http://info.nec.go.kr/photo_20200415/Gsg2613/Hb100138028/gicho/thumbnail.100138028.JPG,http://info.nec.go.kr/photo_20200415/Gsg2613/Hb100138028/gicho/100138028.JPG,10,,무소속,김원성,金垣成,남,1975-10-09,44,부산광역시 북구 화명대로,법무법인 민 전문위원,경찰대학 법학과 졸업,"[""(전)CJ ENM 전략지원국장"", ""(전)미래통합당 최고위원""]",725859,군복무를 마친사람,127222,0,0,0,0
100136745,부산광역시,해운대구갑,http://info.nec.go.kr/photo_20200415/Gsg2609/Hb100136745/gicho/thumbnail.100136745.JPG,http://info.nec.go.kr/photo_20200415/Gsg2609/Hb100136745/gicho/100136745.JPG,1,,더불어민주당,유영민,兪英民,남,1951-08-27,68,부산광역시 해운대구 대천로67번길,정당인,부산대학교 수학과 졸업,"[""(전)과학기술정보통신부 장관"", ""(전)엘지씨엔에스 부사장""]",2980896,군복무를 마친사람,95423,0,0,0,1
100137132,부산광역시,해운대구갑,http://info.nec.go.kr/photo_20200415/Gsg2609/Hb100137132/gicho/thumbnail.100137132.JPG,http://info.nec.go.kr/photo_20200415/Gsg2609/Hb100137132/gicho/100137132.JPG,2,,미래통합당,하태경,河泰慶,남,1968-06-19,51,부산광역시 해운대구 대천로103번길,국회의원,중국 길림대학 경제학박사(세계경제 전공)(2000.9.~2004.6.),"[""(전)새로운보수당 책임대표"", ""(현)제20대 국회의원""]",761474,군복무를 마치지 아니한 사람,67093,0,0,2,2
100137779,부산광역시,해운대구갑,http://info.nec.go.kr/photo_20200415/Gsg2609/Hb100137779/gicho/thumbnail.100137779.JPG,http://info.nec.go.kr/photo_20200415/Gsg2609/Hb100137779/gicho/100137779.JPG,7,,우리공화당,한근형,韓槿瀅,남,1991-05-07,28,부산광역시 해운대구 해운대해변로,정당인,부경대학교 대학원 전자공학과 석사과정 휴학,"[""(현)우리공화당 최고위원"", ""(전)제20대 국회의원 보궐선거(해운대구을 선거구) 출마자""]",459122,군복무를 마친사람,14204,0,0,0,1
100135348,부산광역시,해운대구갑,http://info.nec.go.kr/photo_20200415/Gsg2609/Hb100135348/gicho/thumbnail.100135348.JPG,http://info.nec.go.kr/photo_20200415/Gsg2609/Hb100135348/gicho/100135348.JPG,8,,국가혁명배당금당,이수명,李樹銘,남,1967-01-01,53,부산광역시 해운대구 청사포로,(주)해인에너지 대표이사,동아대학교 전산공학과 졸업,"[""(현)경남중고 해운대지구 동창회 부회장"", ""(현)(사)한중일 교류협회 부회장""]",1561000,군복무를 마친사람,22850,0,0,4,0
100137618,부산광역시,해운대구갑,http://info.nec.go.kr/photo_20200415/Gsg2609/Hb100137618/gicho/thumbnail.100137618.JPG,http://info.nec.go.kr/photo_20200415/Gsg2609/Hb100137618/gicho/100137618.JPG,9,,무소속,박주언,朴柱彦,남,1978-11-01,41,부산광역시 해운대구 해운대해변로,자영업,부산대학교 의학과 졸업,"[""(현)민중의의원 대표"", ""(전)기장군청 근무""]",843005,군복무를 마친사람,66125,0,0,0,0
100135540,부산광역시,해운대구을,http://info.nec.go.kr/photo_20200415/Gsg2609/Hb100135540/gicho/thumbnail.100135540.JPG,http://info.nec.go.kr/photo_20200415/Gsg2609/Hb100135540/gicho/100135540.JPG,1,,더불어민주당,윤준호,尹俊皓,남,1967-06-07,52,부산광역시 해운대구 신반송로,국회의원,북경과학기술대학 과학기술 교육 관리 전공 박사과정 수료(2007. 9. ~ 2010. 7.),"[""(현) 해운대구을 국회의원"", ""(현) 더불어민주당 해양수산특별위원회 공동위원장""]",410713,군복무를 마친사람,115242,0,0,0,4
100134694,부산광역시,해운대구을,http://info.nec.go.kr/photo_20200415/Gsg2609/Hb100134694/gicho/thumbnail.100134694.JPG,http://info.nec.go.kr/photo_20200415/Gsg2609/Hb100134694/gicho/100134694.JPG,2,,미래통합당,김미애,金美愛,여,1969-10-06,50,부산광역시 해운대구 선수촌로,변호사,동아대학교 법학부 졸업,"[""(전)부산지방변호사회 수석부회장"", ""(현)해운대구청 공직자윤리위원회 위원장""]",1548546,해당없음(비대상),142408,0,0,0,0
100135700,부산광역시,해운대구을,http://info.nec.go.kr/photo_20200415/Gsg2609/Hb100135700/gicho/thumbnail.100135700.JPG,http://info.nec.go.kr/photo_20200415/Gsg2609/Hb100135700/gicho/100135700.JPG,7,,국가혁명배당금당,이현호,李炫昊,남,1961-02-11,59,부산광역시 해운대구 해운대로,풍수지관,동부산대학교 장례행정복지과 졸업,"[""(현)국가혁명배당금당 해운대구위원장"", ""(전)삼성항공근무""]",-7148,군복무를 마친사람,0,0,0,2,0
100135316,부산광역시,사하구갑,http://info.nec.go.kr/photo_20200415/Gsg2611/Hb100135316/gicho/thumbnail.100135316.JPG,http://info.nec.go.kr/photo_20200415/Gsg2611/Hb100135316/gicho/100135316.JPG,1,,더불어민주당,최인호,崔仁昊,남,1966-10-15,53,부산광역시 사하구 하신번영로,국회의원,부산대학교 대학원 정치외교학과 정치외교학전공 박사과정 수료,"[""(현)제20대 국회의원"", ""(전)대통령 비서실 국내언론비서관""]",1197120,군복무를 마치지 아니한 사람,64953,1526,0,2,4
